Pair,p-value
ROK-WEC,0.0005566559827999014
TMO-LOW,0.0005592422582030135
HCA-MLM,0.0005593329677661413
WM-ADP,0.0005598639010369125
SMCI-KLAC,0.0005625175884324578
ROL-PKG,0.0005654301788404784
ROL-DOV,0.0005658980414741456
WST-DHR,0.0005669593850951828
BRK.B-ORCL,0.0005681022521856656
ITW-WTW,0.0005718000004989752
JPM-APH,0.0005724401766215667
CEG-CTAS,0.0005731508812274107
GWW-ERIE,0.0005750351377839419
NVR-LRCX,0.0005838720636030424
ITW-ROK,0.0005861202548044846
LUV-INCY,0.0005867642799696863
BRK.B-SYK,0.0005872810831963906
DXCM-MOH,0.0005890747459892364
ATO-GL,0.0005901475134992189
ROP-WAT,0.0005902044289581058
JNJ-JKHY,0.0005913376036415904
INCY-HAS,0.0005932974370785678
MAR-PTC,0.0005937805047191826
JNJ-SBUX,0.0005948110827739452
MPC-FSLR,0.0005984539529774828
CHD-AMGN,0.000599831534817543
TRV-BKNG,0.0006017414356669485
EPAM-NKE,0.0006026693777733941
WMT-WSM,0.0006036748985758222
MSFT-ERIE,0.00061246030245433
NSC-YUM,0.0006165088517027662
A-TXN,0.0006166771725441067
AME-ERIE,0.000616974303721165
WDAY-NSC,0.0006178252729480275
LMT-AMGN,0.0006183670670480217
EQIX-CINF,0.000618660301447445
SBAC-RVTY,0.0006210301191145725
SBAC-RVTY,0.0006210301191145725
DHI-IR,0.0006242054773234847
GOOGL-RSG,0.0006260508477852002
SHW-CINF,0.0006265696725514658
AEP-GL,0.0006270453679200197
APO-URI,0.0006296689805792708
LMT-ITW,0.0006299643537021645
ORLY-URI,0.0006322473864343924
EQIX-RMD,0.0006340219611357008
CZR-NKE,0.0006387846267828628
RMD-PODD,0.0006404006387171596
USB-PNW,0.0006410414717582942
WM-NVR,0.0006416025979464344
MTD-DHR,0.0006470380566786129
SMCI-JBL,0.0006480736580904701
JNJ-WEC,0.0006493149210866006
AOS-AMGN,0.000653379609456328
MPWR-ISRG,0.0006556578178211379
BRO-SNPS,0.0006619933488397775
PPG-KMX,0.0006644769170741834
OMC-UHS,0.000667297655791136
EMR-RSG,0.0006709624455243303
AFL-ETN,0.0006726749822464506
HD-AMGN,0.0006729192157066704
HUBB-TPL,0.0006738703433901261
BRO-BX,0.0006739093709876775
MKC-COO,0.0006745508118474572
TDG-APH,0.0006763508065518752
PAYX-SPGI,0.0006790890289445466
WAT-JKHY,0.0006817938531975628
PNC-RMD,0.0006822556375374916
EQIX-CI,0.0006863420847625027
EFX-MTD,0.0006867211128987929
SO-FAST,0.0006872156779606852
COST-AMP,0.0006904123590077455
HCA-EMR,0.0006947145547492176
MA-MU,0.0006952347116252845
HBAN-CFG,0.000695961214034737
NDSN-ACN,0.0006960298309680015
MCO-WRB,0.0006990254085334653
DOV-TYL,0.0006993199862377384
MA-BR,0.0007002949576140485
ORLY-RJF,0.0007030799802016201
SYY-AWK,0.00070448617108144
RMD-WTW,0.0007062655969410549
RSG-MLM,0.0007069292639363757
USB-O,0.0007097408523788992
IDXX-CSGP,0.000712446059617265
JNJ-EXR,0.0007124975094825471
LLY-PANW,0.0007134586743715893
WSM-APH,0.0007158251449191417
DOV-LOW,0.0007183485255708295
HRL-KMX,0.0007271351947895267
DHI-VRTX,0.0007283887097407516
LHX-ROK,0.0007293425319311722
GOOGL-LRCX,0.0007300960781531914
ORLY-ETN,0.0007317821428766356
LLY-SMCI,0.0007374907304650799
TPL-DECK,0.0007378635361174067
AON-ADI,0.0007395036099841739
MPWR-ERIE,0.0007398979008938676
GIS-SJM,0.0007412051637785634
SHW-AIZ,0.0007459402644246255
ROK-CHD,0.0007463427839207064
YUM-UNP,0.0007477433960260078
JNJ-JBHT,0.0007479611015817849
AFL-GWW,0.0007486514987439195
ABBV-STLD,0.0007539647027567643
ITW-OTIS,0.0007544134520580711
BALL-NKE,0.0007552828655523394
WTW-LRCX,0.0007563144926954595
MDLZ-EQIX,0.0007564122149146454
ORCL-MCK,0.0007566745664020245
EW-A,0.0007598679708256395
HCA-SNPS,0.0007625278910986208
REGN-SNA,0.0007654464547032951
TRV-RJF,0.0007682059740728293
GOOGL-ICE,0.000770656946774496
APO-AJG,0.0007714672715140024
TDY-DPZ,0.0007719729591993958
AFL-PCAR,0.0007728844318735859
ZTS-TER,0.0007731521033913967
ORCL-WSM,0.0007736219725578781
SRE-ED,0.0007756581632997449
BRK.B-APO,0.0007757005926470191
AFL-ERIE,0.000775941595169034
USB-AVB,0.0007787938967530927
ROK-CINF,0.0007809080094470448
SNA-AMGN,0.0007828434255994966
XYL-TXN,0.0007829403640470493
NOC-ROK,0.0007874764619870567
JPM-CEG,0.0007902697840082171
CI-ROK,0.0007960566015810751
CINF-DPZ,0.000799426652056283
ORCL-ORLY,0.0007994865230492646
AFL-AMP,0.0008045511010759741
FICO-AMAT,0.0008053279353633329
DHI-RJF,0.000807170932972497
FICO-ERIE,0.0008099077577495435
CTAS-LRCX,0.0008111602965543149
RMD-DPZ,0.000811210743875948
JKHY-HON,0.0008141061139309712
NSC-STE,0.0008142837947718001
WRB-HUBB,0.000814952611703451
ROK-AMGN,0.0008153921394675819
TDG-ETN,0.0008176207195562503
MSCI-MU,0.0008178120126809888
ROK-LNT,0.0008191678494783814
AMP-PGR,0.0008218134148005306
MLM-ACGL,0.0008238418161960889
JNJ-IEX,0.0008244521854550343
ZTS-IQV,0.0008254373963867496
DPZ-ALLE,0.0008274630742667007
ERIE-SPGI,0.0008306746226533294
NDSN-UNP,0.0008371415691612341
BIIB-CAG,0.000838259391188375
RMD-SPGI,0.0008408358783328587
AMAT-PGR,0.0008411849786107998
JNJ-HON,0.0008435997577685214
WM-MCO,0.0008459437636313344
TTD-LOW,0.0008461538340027782
CPRT-ADI,0.0008465960308319023
DUK-TEL,0.00085270653282532
EQIX-PEG,0.0008534145389129669
COST-APO,0.0008542491854832924
ACGL-VRTX,0.0008555626372993613
BRK.B-NDAQ,0.00085745304512236
MPWR-BX,0.0008595976719968158
DXCM-A,0.0008605837610005109
TER-ACN,0.0008620588208419238
CINF-SYK,0.0008627666309557084
SMCI-HUBB,0.000864301020932275
EA-AEE,0.0008658136230804389
NOC-GL,0.0008666486164131107
PG-ACN,0.0008675235082848211
LMT-WAT,0.0008692899721984607
EMR-COR,0.0008708165814797903
DOV-ERIE,0.0008716044434705258
FICO-ANET,0.0008718113356109574
SO-AMP,0.0008723515778984746
TRV-ANET,0.0008735765708679752
WMT-APH,0.0008745416399658268
ECL-AMGN,0.0008770338321281622
EW-KDP,0.0008777256692128185
TMUS-NOW,0.0008785324627550926
LIN-CAT,0.0008789891037129946
MLM-TPL,0.0008794467473084574
ROP-ROL,0.0008847439499334511
MAR-CB,0.0008862345296466882
GWW-TPL,0.0008876708041420382
TRV-TJX,0.0008908389903155257
GWW-ACGL,0.0008912660552986223
IEX-NDSN,0.0008921193312887453
AVGO-AXON,0.0008937192865111802
EQIX-WAT,0.0008949783945264792
TROW-BALL,0.0008980715200033086
SBUX-CHD,0.0008987677860234068
JNJ-ROK,0.0009017045182102976
CINF-AIZ,0.0009036293853912273
SYY-EXR,0.0009081932549266223
AJG-WSM,0.0009089497356166286
PRU-EIX,0.0009092671612472475
CINF-AMGN,0.0009093472476780169
ROL-SPGI,0.0009095679872592688
O-HSIC,0.0009109374848582764
ERIE-QCOM,0.000912404898708785
DTE-WAT,0.0009135327998919672
ROL-TYL,0.0009140854375496684
NOC-AEP,0.0009192896103961269
IQV-EXPD,0.0009206068843956541
ACN-DHR,0.0009214925543094191
NOC-ITW,0.0009240247049549528
BRK.B-WRB,0.0009283907889014513
AVGO-ORCL,0.0009298067649028773
APD-LH,0.000933148238609299
TROW-KMX,0.000936471317301478
PTC-ADP,0.0009401593488858063
RJF-CB,0.0009405576004499012
FDS-ACN,0.0009463533373967208
WTW-DRI,0.0009471630360045046
MLM-WRB,0.0009532433422493982
USB-KMB,0.000953748571646118
HD-NOC,0.0009542406372111933
PTC-VRTX,0.0009559457251822603
SHW-PKG,0.0009582824092018398
BRK.B-ADI,0.0009601863115667785
HUBB-PANW,0.0009607536393761525
PGR-KKR,0.0009615876896347942
PNC-WEC,0.0009645714745799828
ITW-DPZ,0.0009657487829724244
DHI-HUBB,0.0009674849134651214
WTW-TDY,0.000968193695881982
ORCL-RSG,0.0009692170061166383
MSI-TPL,0.0009756137122211553
TGT-EPAM,0.0009768095414938185
EFX-CB,0.0009812957558553946
ERIE-KLAC,0.0009859207921678514
APD-CSGP,0.0009876982871118135
JNJ-AOS,0.000994822547737553
ITW-FDS,0.0009960571815883974
MET-TXT,0.000996234487994148
AON-AME,0.000996547061477754
MDLZ-UNP,0.0009980951628804538
KDP-SYY,0.0010004794170884483
EW-SBAC,0.0010023112982121237
JCI-STX,0.001003906950778535
XEL-HON,0.0010042967489464513
MA-MCO,0.001005946290649374
RMD-CSGP,0.0010081974115785572
CCI-CHTR,0.0010083945938226537
LHX-GL,0.0010092357246914653
CHD-FDS,0.001010889718940092
BRK.B-BKNG,0.001011760603539264
CI-EG,0.0010136146473881545
ITW-MNST,0.0010141918216611833
NSC-CHD,0.0010157718322284445
NVDA-AXON,0.0010162070021160993
ISRG-PGR,0.0010181582902879169
FICO-BLDR,0.0010203045507106237
XEL-JKHY,0.0010216286497034316
LLY-PWR,0.0010241514638367533
PLD-AWK,0.0010298212543580175
HD-XYL,0.001029971169288137
COO-AMGN,0.0010301388339950387
SO-NDAQ,0.0010337536726382902
ERIE-PGR,0.001034774719347756
WTW-TXN,0.001037058249058104
ZTS-UNP,0.0010398590751417248
PLD-MCHP,0.00104138426667266
CRM-ABT,0.0010420201328385217
PNC-EFX,0.0010422695026930599
RJF-DRI,0.0010465623285354413
DUK-WAT,0.0010480092888820788
MCHP-HSY,0.0010493994450728092
JNJ-DLTR,0.001050899417987567
NOC-MNST,0.001051491152393526
SBUX-MDLZ,0.0010580725528595491
TT-KKR,0.0010602114688057617
TPL-VRTX,0.0010644580096836921
APTV-KMX,0.0010652477563426568
CI-MAR,0.0010655555887553545
KMX-MDT,0.0010658185122828048
MSI-KLAC,0.00106648580186323
AON-PTC,0.0010666926666722046
AMP-DHI,0.0010712018501423616
LH-DPZ,0.0010732350043697856
CINF-ADI,0.0010742272017258891
CPRT-ODFL,0.0010759906141396462
ICE-LYV,0.0010781056449076169
RJF-ERIE,0.0010782731530527268
WTW-DPZ,0.0010804476002564795
CPRT-PTC,0.0010819445237510144
LH-WAT,0.0010819824938729245
MCHP-POOL,0.0010828885815429236
TSLA-SO,0.0010850561042099432
NOC-WAT,0.0010854141500780336
ELV-ACN,0.001086708174229316
DGX-BLK,0.001087343639898262
SCHW-TXN,0.0010892903054171169
APD-UNP,0.0010910125124961787
CTAS-MPWR,0.0010931748777219803
YUM-GL,0.001094141026992456
GL-AMGN,0.0010961120307132366
CSX-KDP,0.0010974185760515044
BRK.B-ETN,0.0011011220115003714
AJG-AMAT,0.001105141284201989
PNC-ED,0.0011073641446024077
TSN-HRL,0.0011075606236681556
COO-HON,0.001113512242286702
ADSK-TDY,0.0011171864069134505
MCO-CINF,0.0011174405966542693
HCA-AMAT,0.0011201919413727807
MSCI-J,0.0011247575126657398
HUM-DLTR,0.0011275684138262153
DGX-PKG,0.0011295853576251923
PLD-ZTS,0.0011300208605695334
ROST-ED,0.0011345321290076639
BRK.B-PTC,0.001138454942104795
MA-SPGI,0.0011461486635919369
RJF-TPL,0.0011480570483547836
LMT-ROST,0.0011480780140332636
ROK-DTE,0.0011507187324900274
CPRT-DECK,0.0011509572409070835
MPWR-PTC,0.0011527610486075797
HD-CSGP,0.00115432906874275
TDG-ERIE,0.0011552194079812738
MDLZ-CI,0.0011552293313672505
AMGN-UNP,0.0011552693934513089
BBY-TECH,0.00115927621256623
WAT-TMO,0.0011594780661925792
BRO-WSM,0.0011596203827623848
WM-ERIE,0.001161505984801749
ROK-STE,0.0011644460150535654
ITW-STE,0.0011710336204005585
BRK.B-BLK,0.0011741485754218227
DHI-WSM,0.001176770506096576
APO-ERIE,0.0011771979385180847
APD-COO,0.0011802750544425771
GOOG-J,0.0011874751760296307
MDLZ-ULTA,0.0011875255823246415
CBOE-BKNG,0.0011906858426175334
HCA-DECK,0.001200364964060336
DUK-HON,0.0012031430010002418
ON-MOH,0.0012065616583467817
TSLA-PG,0.0012078979557024689
WAT-AIZ,0.001209799260913488
TSLA-TSCO,0.0012101595007191863
HUM-CNC,0.0012146655007033123
EG-AMGN,0.0012171308022225623
MCK-GWW,0.0012177525653622335
HLT-TJX,0.001218497295603613
LMT-AOS,0.0012197404294274192
GOOGL-SO,0.0012198305292509184
ICE-BLK,0.0012215049567268768
GOOGL-NDAQ,0.0012276486148841792
ANET-PGR,0.0012326946577573693
BRK.B-PKG,0.0012378178896976615
DECK-AMAT,0.0012381747794143593
AMZN-TTWO,0.0012392626282281723
JNJ-GL,0.0012406113098403092
AJG-NVR,0.0012427088981649312
AON-ROL,0.0012437488325883637
ABBV-CDNS,0.001248084286796059
PLD-WST,0.0012500617729066456
YUM-ED,0.001250812775565992
CSX-NDSN,0.0012534335605736886
A-NEE,0.0012536452890042728
ROP-CHD,0.001253956006767388
GOOG-EFX,0.001256588815988746
VRSN-MU,0.0012572462033828623
CHD-GL,0.0012586386085649257
CME-GLW,0.001258783928501831
WEC-MKC,0.0012598116921006463
HUM-NKE,0.001265096615894498
BALL-CLX,0.0012660704406312745
AMP-PANW,0.0012664605122501469
MCHP-LOW,0.0012677949286175288
SRE-AMGN,0.001271554015450066
ROL-LOW,0.0012724572030677838
SYY-WAT,0.0012766753869057478
APD-FDS,0.0012769545523690208
ROP-WTW,0.00127808805144092
VRSK-SYK,0.00127826462214145
A-WST,0.0012785917399502694
PHM-WSM,0.0012798147987703272
DHI-ETN,0.0012894918749183923
EFX-STE,0.0012903750767608415
MET-VLO,0.0012913549256898668
ROP-DPZ,0.001296027980939452
MCO-ALL,0.0012960824129255738
DUK-AIZ,0.0012979877545222114
AFL-STLD,0.0012980532441021983
RJF-ADP,0.0013018823051608867
SHW-DPZ,0.0013037529218229858
LLY-APO,0.0013098996888952664
KDP-AEE,0.0013105039822433235
CSX-NEE,0.0013106424294307083
NUE-ON,0.0013107622812373414
VMC-VRTX,0.0013108896979675223
PKG-SCHW,0.0013121163164780249
TER-MU,0.0013133028443594343
GOOGL-WTW,0.0013171920668338362
EQIX-IDXX,0.0013195584914982355
TSCO-EFX,0.0013228755982271198
NSC-MTD,0.001323739163318479
NSC-LNT,0.00132472757088785
JPM-TPL,0.0013248945620154375
EMR-FTNT,0.0013263738141951306
AAPL-WTW,0.001327381080181077
MSFT-BRO,0.0013285610383721306
GOOGL-AJG,0.0013290376352611479
TDG-HUBB,0.001331916434192566
DTE-AMGN,0.0013322677277086872
ROK-ED,0.001333620004462226
PTC-ISRG,0.0013350916427784557
RSG-AMP,0.0013399779274775145
LMT-CI,0.0013412606658560393
AWK-HON,0.00134481904628271
VRSK-AME,0.0013449247111060826
TPL-NVR,0.0013503554740407317
TER-AIZ,0.0013522116277268287
MCO-ROL,0.001352979941737418
LMT-ROK,0.0013533212563153173
IFF-CAG,0.001357560231631877
SRE-GL,0.001358786475919304
AZO-PANW,0.0013590344136880882
MCO-SYK,0.001359342147087329
DHI-VMC,0.0013625251702935354
ICE-MCO,0.001364432950421976
A-LOW,0.0013648977337574646
PH-MCK,0.0013657671634312804
PNC-XEL,0.0013672872438752405
WTW-TER,0.0013694318210289147
WRB-ISRG,0.001371637988116029
WM-LYV,0.001372269399789101
BR-DRI,0.001372470131131852
TEL-SCHW,0.0013754225353411567
DHI-FICO,0.0013776440928066245
ROST-DPZ,0.0013802992561352256
BDX-CNC,0.0013819061788426308
ED-AOS,0.0013822421156333162
EQIX-ROL,0.0013842209469707158
SHW-QCOM,0.0013844526783016303
FDS-TMO,0.001386198682190122
CTSH-EXPE,0.0013871833008032334
SWKS-CMCSA,0.001391833296940694
MPWR-ETN,0.0013935516849663088
APD-AWK,0.0013967393189108495
ROP-ROST,0.0014024568687814357
TSN-INCY,0.0014067595553450246
EFX-WTW,0.0014069552418617226
RSG-LRCX,0.0014112390697022807
GIS-HSIC,0.0014144027603107021
SYY-AMGN,0.0014159076388222138
SBUX-JKHY,0.0014237578946409636
AJG-STLD,0.0014242999740686482
XOM-EQT,0.0014253679174952493
MCO-RJF,0.0014287518901150676
ECL-CPAY,0.0014308922235276922
VRSN-PKG,0.0014309755266466483
CI-AOS,0.0014315823635823264
MPWR-WTW,0.0014319040194885825
APD-TDY,0.0014355859665505274
EMR-MPWR,0.0014374374466478523
YUM-CHD,0.001441738603936832
AWK-MKC,0.001443437138483604
YUM-WAT,0.0014453799183112804
COIN-COF,0.001448738694414766
O-HRL,0.001449921625743351
AAPL-TPL,0.001456199891376704
RMD-MTD,0.001456226514814732
PNC-EBAY,0.0014563602745368918
ES-HRL,0.001457349323626186
CBRE-WRB,0.0014593402553090408
JNJ-LMT,0.001460385900696825
PSA-GPC,0.001461459980974894
PNC-HON,0.001461710608599399
NOC-CINF,0.0014670282010031197
GPN-CLX,0.0014687286132360072
MET-PEG,0.0014696177075547666
TTD-MAS,0.0014697612646872942
VRSK-ADI,0.0014707114474280189
WAT-LNT,0.0014733745631163974
ORCL-AXON,0.001474613445678828
IT-ERIE,0.0014757784542118065
LH-DGX,0.0014841078715871747
DECK-LRCX,0.0014889780131595676
WDAY-CHD,0.0014906859765416022
DRI-AMGN,0.0014952077894163766
MTD-POOL,0.0014963670794410004
COR-PANW,0.0015043828874531369
CI-NXPI,0.0015140235327299866
CI-ED,0.0015179547852762207
ED-FFIV,0.0015198161822054794
GOOGL-ISRG,0.0015205347171027394
SYY-COO,0.0015223329135397774
HSY-FDS,0.0015228893314700217
MA-ADI,0.00152506256431169
DXCM-STE,0.0015254647136215662
NOC-EFX,0.0015276069307681172
BRK.B-MCO,0.0015293330136733794
AWK-RF,0.0015293890932418057
CDW-EXPD,0.0015303088440115698
AMP-KLAC,0.001541793502640618
MKC-KMX,0.0015455492620324825
ROK-EFX,0.0015492621812585755
AMZN-MCO,0.001550145110772021
EMR-PEG,0.0015551878890086217
TPL-ERIE,0.001555469643231496
ROL-PTC,0.0015563226370274715
TDG-ORLY,0.0015588281980919495
IFF-SWK,0.001559103854825152
DHI-WRB,0.0015595908913946482
EMR-CBRE,0.0015596055646792443
GOOGL-BX,0.0015602999366517531
HCA-TSCO,0.001562937184040172
BRK.B-LII,0.0015632944814174946
SYY-IEX,0.0015650235080773834
PG-DOV,0.001565891922109915
KDP-AWK,0.0015667499762020511
UAL-PNW,0.0015755118897759538
JNJ-SRE,0.0015793356594114242
BRK.B-VRTX,0.0015799965767743322
FAST-RJF,0.0015804660610236742
TSLA-MSCI,0.0015826096040586358
EFX-ROL,0.0015828322724141938
CPRT-BRO,0.0015841156941848547
BDX-STZ,0.001589947253962559
AIZ-ADI,0.0015920588044963267
FICO-TPL,0.0015924826266331454
TSLA-RMD,0.0015933549919639265
MMM-USB,0.0015962483720099174
TYL-PKG,0.0015979170158349528
ADSK-TXN,0.0015999528084816323
PTC-TPL,0.001601461465265175
DTE-CINF,0.0016019927738021415
CSX-YUM,0.0016025075374774542
IEX-UNP,0.0016125448329101651
ZBRA-POOL,0.0016152664288403035
GOOGL-SPGI,0.0016158798895830496
MAR-DHI,0.0016162210498880045
USB-D,0.0016178986452093842
IQV-AVY,0.0016181516703255038
VRSN-TER,0.0016182745860269256
EMR-DRI,0.001620065399723702
PEG-BR,0.0016206964979886224
EOG-K,0.001621865000582488
TT-AJG,0.0016247998080678055
SHW-AME,0.0016254224744193383
KMB-PPG,0.0016257549887387568
HSY-JBHT,0.0016263511318677577
STX-PNR,0.0016287995018008023
PNC-AMGN,0.0016291444354831694
CDNS-URI,0.0016291523023701673
BRK.B-PANW,0.0016338120678228729
PG-MCHP,0.0016344828397181577
WTW-TJX,0.001635958505226424
VRSN-TXN,0.0016371069134593567
STLD-BLDR,0.0016376244979041624
MPWR-VRTX,0.0016379559035392132
DXCM-MTD,0.0016382908274688453
CHD-HON,0.0016394787609792865
MDLZ-ROK,0.0016418858879188975
YUM-FDS,0.001642233020187358
WM-MAR,0.0016433835718557062
AFL-WSM,0.0016482973684789314
EQIX-TTD,0.0016485531811722995
LHX-DTE,0.001649054026733963
PCAR-ACGL,0.0016495666386766455
COST-RJF,0.0016507353180167969
WTW-DGX,0.0016522707433079425
APD-DPZ,0.001654004369800596
LMT-CHD,0.001667829878463775
ROL-BLK,0.0016685397238339996
AON-RMD,0.0016704112192747742
LYV-CINF,0.0016790367988917657
NTAP-ADP,0.0016794266636108925
HD-CI,0.0016795145407478352
GOOGL-ROL,0.0016820479238137172
EQIX-LOW,0.0016829271482077205
LULU-WST,0.0016852631080732567
GWW-ETN,0.0016862185864370382
CSGP-DPZ,0.0016929626989522566
WDAY-STE,0.0016932125994526918
CL-HSIC,0.0016969067554584358
AAPL-WRB,0.001698359147779757
TSLA-J,0.0017007498745614915
GOOGL-PEG,0.0017017581358766982
ADSK-STE,0.0017024136492263696
VMC-NVR,0.0017029178754381417
A-VRSN,0.0017084875405773978
ED-EG,0.001708855598492873
APD-HOLX,0.001709034506608467
ED-EFX,0.0017112982282603544
ED-HON,0.0017142996354965814
VRSN-PTC,0.0017216459439966965
EXPD-FDS,0.001721668364299839
EXPE-UHS,0.001723415775146485
DPZ-SPGI,0.0017236835841904065
VICI-TXN,0.0017252811688230813
ACGL-IT,0.0017259988567934848
APD-KDP,0.0017292848221471776
EQIX-MKC,0.0017293156631274218
KMB-UHS,0.0017336917181110924
KDP-RF,0.0017396006824624427
GIS-LKQ,0.0017445556076807383
EMR-STX,0.001746338056231259
PG-RMD,0.0017479103732422506
NDSN-AMGN,0.001748563880786766
EQIX-COO,0.0017487007289834703
MMC-PTC,0.001753360733120543
WTW-VRTX,0.0017540257377259977
APD-MNST,0.001758604871955275
USB-EIX,0.0017587200405615702
LNT-AMGN,0.0017631488956995833
DUK-ALLE,0.0017651656411453549
WDAY-DPZ,0.0017680991232025204
MA-ICE,0.001768838765053941
SYY-DGX,0.001770133792146731
DLTR-HSIC,0.0017710560130328723
NDAQ-SCHW,0.0017749736732572499
SO-BLK,0.0017750413742336727
SO-HLT,0.001777930483798251
CMI-CB,0.001777952873523544
MTD-LOW,0.0017781082426897143
CMCSA-MDT,0.0017802980115627074
JNJ-APD,0.001784364208205393
ITW-MCHP,0.0017847367842325466
URI-PANW,0.001789377832377183
TRV-CB,0.0017896947177180513
WRB-APH,0.0017897279115329865
MET-VMC,0.0017909705379148344
STLD-DECK,0.0018044208928153682
SYY-LNT,0.001804546585256054
EW-MKC,0.0018071470022644714
CBOE-BSX,0.0018080126252697213
AME-WTW,0.0018159528229353182
CMG-BRO,0.0018255739677981346
DPZ-COO,0.0018265637931801273
MMC-MU,0.0018268512075156086
DD-MHK,0.0018308994939797393
MCHP-DXCM,0.0018324499035523131
MCHP-EFX,0.0018462064272733159
DOV-SPGI,0.001848725427325595
AAPL-WM,0.0018497000181733217
WAT-MAA,0.0018505572574677054
SO-CBRE,0.001851150543482478
LNT-DPZ,0.001853218996547643
APO-BRO,0.0018574499430753268
BX-LRCX,0.0018580915521488313
AFL-VRTX,0.001859189194959158
AZO-ETN,0.0018633611159571233
MPWR-J,0.001864298877030005
ZBH-SWKS,0.0018665047464220487
INVH-POOL,0.001869362287982146
DOV-STE,0.0018718318572783991
ABBV-MAR,0.0018734435089660798
EMR-ERIE,0.0018742454893598518
ROL-TDY,0.001875712044979644
GOOGL-ADP,0.001886825550459401
IDXX-LOW,0.001889847484716782
AEP-JKHY,0.001892179221406691
GOOG-HCA,0.0018946876998486213
LHX-WEC,0.001897472085982767
TTD-CHD,0.0018978540937234826
DASH-COF,0.0018991123442133225
KHC-PCG,0.0018999616003419998
CDW-NDSN,0.0019043142907415437
PHM-TPL,0.0019058969416868368
GOOGL-PGR,0.001907053790828948
ROL-CINF,0.001907637471365315
AMZN-MA,0.0019104940423970574
XYL-MU,0.0019129199587731756
WTW-QCOM,0.0019134129732666504
ALGN-APTV,0.0019185994292443738
SHW-TDY,0.0019204379205968094
GOOGL-ADI,0.0019253820226172995
MMC-AMAT,0.0019296005641107569
PG-NSC,0.0019296926999373568
WAT-AMGN,0.0019304882362395997
PG-LHX,0.0019352565788026048
AAPL-BRO,0.00193556671772352
FDS-AMGN,0.0019364559052354744
MCK-WSM,0.0019368331986488805
CINF-WAT,0.0019380659604169637
NOC-EQIX,0.0019380773071176049
STE-NEE,0.0019483294463888477
GDDY-LII,0.0019505816655996891
JNJ-PNC,0.001952469428122513
AJG-PANW,0.0019529043998037377
BRO-AMAT,0.001958482655758508
CSX-RMD,0.0019592186176968945
SNA-PANW,0.001961097262416598
LOW-ADI,0.001966384656395427
MDLZ-ACN,0.001969607515230094
STLD-ERIE,0.001972502735828727
HD-DOV,0.0019745092612316203
VRSN-CMS,0.001975570769197216
WTW-PKG,0.0019768879002392274
PODD-TER,0.0019801071692974468
SO-BX,0.0019806824144804913
NOC-DRI,0.001983644945742294
APD-NDSN,0.0019843449082071526
CSX-STE,0.0019851554926681417
HD-HON,0.0019880506347815783
NTRS-CFG,0.0019937273841983513
TPL-STLD,0.0019970094522586248
AMT-NSC,0.0019981629585962895
PG-UNP,0.002004832233345132
WMT-TPL,0.0020146673575882246
NDAQ-PAYX,0.002016379204706675
LLY-URI,0.0020188447483231197
POOL-TMO,0.0020191719759099355
NTAP-WAT,0.002022021216333433
EFX-ADP,0.0020257883274248344
EQIX-ED,0.002026976371665916
PCAR-IRM,0.0020286500775702834
CINF-GL,0.0020310894831031116
BBY-ADBE,0.002031258916888312
VRTX-ADI,0.002032169954978747
SO-DVA,0.0020325179316018666
HUBB-KLAC,0.002034582880073021
SCHW-ADP,0.0020363941023332373
ROK-WTW,0.002037794126672722
MDLZ-MCHP,0.002037852353787631
DXCM-AVY,0.0020384594836774955
NSC-AWK,0.0020385481770262555
AEP-AMGN,0.002042803344881982
MAR-PGR,0.0020443750433460843
EFX-QCOM,0.0020466782961794977
EXR-MAA,0.002051394748284522
SYK-VRTX,0.0020551580745356577
KKR-KLAC,0.0020562978170067213
EG-GL,0.0020656213014812424
BRO-WRB,0.0020676989074404927
